Image_name,Paragraph,train,test,val
l_90,This is a photo of a garden with statues of monks and a temple in the background. The garden has statues of monks in red robes with blue hats. The statues are sitting in a circle on the grass. The temple is a yellow building with a red roof and a golden spire. The garden has a large rock and bushes.,TRUE,FALSE,FALSE
l_91,This is a photo of a parade in front of a white building with a golden dome. The parade consists of people in colorful traditional clothing and flags. The building is white with a golden dome and flags on top. The parade is taking place on a street with a hedge in the foreground. The sky is blue and the trees are green.,TRUE,FALSE,FALSE
l_92,This is a photo of a golden temple with a tall spire in the fog. The temple is located in a hilly area and is surrounded by a red and white fence. The temple has a gate with a pointed arch.,TRUE,FALSE,FALSE
l_93,This is an image of an ancient brick structure with prayer flags in the background . The prayer flags are colorful and strung up on poles in the background . The structure appears to be a temple or shrine . The bricks are weathered and the structure is in ruins.,TRUE,FALSE,FALSE
l_94, a golden statue of Buddha sitting on a lotus throne with a blue and orange cloth draped over it. The statue is holding a bowl in its left hand and is wearing a robe with intricate designs. The background consists of a red wall and a gray ceiling,TRUE,FALSE,FALSE
l_95,The image depicts a large tree with colorful flags hanging from its branches. The tree is located in a historical park with ruins in the background. The flags are in various colors and patterns. There are people walking around the tree and ruins.,TRUE,FALSE,FALSE
l_96," a white temple with a golden roof and red flags, reflected in the water in front of it. The temple is surrounded by a moat-like body of water. The photo was taken at dusk, with a pinkish sky in the background. There are people walking around the temple and on the bridge in front of it.",TRUE,FALSE,FALSE
l_97,"The image you sent is a photo of a tall, rusted Ashoka Pillar against a blue sky. The Pillar is cylindrical and tapers towards the top. It is made of brick and has a rusted metal cap on top. The background consists of trees and a grassy field.",TRUE,FALSE,FALSE
l_98,a photo of a white building with a golden stupa on top. The stupa is 112 meters high and has a pointed top. The building has a flat roof with a railing around it. There are people walking in front of the building. The sky is blue and there are trees in the background.,TRUE,FALSE,FALSE
l_99,This is an image of an archaeological site with ruins of brick walls and floors. The ruins are made of red and white bricks. The site is indoors and the background consists of a wooden ceiling and pillars.,TRUE,FALSE,FALSE
l_100,This is a photo of a white temple with a golden roof and flags on the roof. The temple is surrounded by a moat and there are people walking around it . The temple is located in a park-like setting with trees and grass in the background.,TRUE,FALSE,FALSE
l_101," a temple complex with a lake in the foreground and traditional buildings in the background. The lake is calm and reflects the buildings and sky. The buildings are traditional in style with curved roofs and ornate decorations. The sky is blue with a few clouds. There are a few people visible in the photo, but their faces are blurred",TRUE,FALSE,FALSE
l_102,The image depicts a tall pillar made of light-colored stone or concrete. The pillar is cylindrical in shape and has a round top. The base of the pillar is surrounded by a fence with colorful flags hanging from it. There is a small shrine at the base of the pillar with a picture of a deity and offerings. The background is a blue sky with white clouds.,TRUE,FALSE,FALSE
l_103, a temple with a white exterior and a golden roof. The temple has red accents and flags on the roof. The temple is reflected in the water in front of it. The sky is blue with white clouds.,TRUE,FALSE,FALSE
l_104,This is a photo-realistic image of a park with colorful flags hanging from tree to tree. The flags are in various colors and sizes and are hung in a criss-cross pattern. The park has a brick path and a large tree in the center. There are people walking on the path and yellow flowers in the foreground,TRUE,FALSE,FALSE
l_105,T a statue of a child Buddha on a pedestal with a bird flying in the background. The statue is of a Buddha with a round head and a pointed hat. The statue is holding up one finger. The statue is on a pedestal with a square base made of stone. The background is a hazy sky with trees in the distance.,TRUE,FALSE,FALSE
l_106, a white Buddhist temple with a golden spire on a clear day. The temple is located on a large open area with a dirt ground and is surrounded by trees and shrubbery. The sky is clear and blue.,TRUE,FALSE,FALSE
l_107,"a photo of a white building with a golden dome and red flags on top. The building is surrounded by greenery and ruins. The photo is taken from a distance, with the building in the center of the frame. The sky is blue and the weather appears to be clear.",TRUE,FALSE,FALSE
